sku	asin	price	quantity	Business Price	Quantity Price Type	Quantity Lower Bound 1	Quantity Price 1	Quantity Lower Bound 2	Quantity Price 2	Quantity Lower Bound 3	Quantity Price 3	Quantity Lower Bound 4	Quantity Price 4	Quantity Lower Bound 5	Quantity Price 5	standard-price-point	ProductTaxCode
XPI050101	B08XYBFFBM	29.95	250														
XPI050102	B08XY6YDPG	29.95	250														
XPI050103	B08XY96BB5	29.95	250														
XPIMYO-SLTCRM2	B071NV9THQ	29.95															
YD-N3NU-M30Q	B015YB8IDA	14.99	250														
0B-M66Y-56TM	B013IRY7M8	54.95	0														
1S-WMDL-BIFE	B01ASB9HBI	20.95	0														
2V-I2Q6-B9TT	B01CUP9W6K	24.95	0														
2V-P72U-ATWQ	B00T6IPAGQ	38.95	0														
2V-WRVH-AWRZ	B00WAPA2L0	31.95	0														
4G-UDIC-0YVK	B01A9DX40K	19.94															
4Q-I6MN-NSDA	B01AMSM5FM	69.95	0														
5T-R6CI-M3JB	B008R1LRFQ	76.95	0														A_HLTH_COSMETIC
5V-33DB-RQLS	B07W7VV9FQ	34.97	0														
7L-9P3H-GIS8	B01CUP9W0Q	34.95	0														
7O-IEFK-ZXI6	B015766UJQ	43.95															
92-Y1MQ-LH06	B00C2W61JS	29.95	0														
A-NUP071101-01	B01DYJAA4E	59.95	0														
A-NUP071101-02	B01DYJAA8U	113.95	0														
A-NUP071101-03	B01DYJAA80	149.95	0														
AJ-JZPQ-RLQQ	B00BXPT7PU	139.95	0														A_HLTH_COSMETIC
BJ-EQU9-8LJD	B00ZQ62TNY	11.95	0														
BQ-LKBH-BR2I	B00WAPA2NS	14.95	0														
C4-Z6TD-ICLO	B015766UJQ	43.95	0														
CA-KETO250-2	B01N37Q016	78.95	0														
CL-ELDERBRRY-CAPS	B089V978MD	11.50															
CL-ELDRBRY90GUM	B0885BNKBX	13.99															
CL-ELDRBRYGUM	B0885BNKBX	13.99															
CL-HUPERZ-A-180C	B089QCZDVL	16.97															
CL-QUERC-120C	B08DK99HZ5	19.95															
CM-4NIO-7EQ0	B00C2WA4ZU	42.95	0														
CMONO-1KG-01	B01EVVQX9U	25.99	0														
CMONO-1KG-A1	B01EVVQX9U	24.95															
D0-CIRZ-EZ1I	B01AMSM5FC	45.95	0														
F2-7GAP-UMP7	B015766TQK	71.95	0														
F6-PQ4R-EAV7	B017MW6LPG	59.95	0														
FH-7BDS-0ETW	B00I0BYQHE	104.95	0														
G9-CGBT-RXBJ	B07KGKR7FM	11.95	0														
GC-GESV-X2NA	B00GL2EOQM	57.95															
H1-E1RV-QPUX	B00ZJ5WSEM	13.99	0														
I1-FPS1-6WSP	B015766TRE	98.95	0														
JB-MW7E-9W7B	B017MW6LOW	40.95	0														
JF-BurnXT	B01BXLYEQ0	31.99															
K3-6HN6-LETP	B007N9JCU0	59.95	0														
K7-KMZI-5Y2A	B00OBQZE2S	49.95	0														
KE-JVPL-9OFW	B01ASB9HC2	29.95	0														
L-CIT600BASE2	B01MREYEJS	53.95	0														
L-CIT600BASE3	B01MD2CNFI	78.95	0														
L6-J3P9-LZGD	B00MWE8W7U	52.95	0														
MN-B11F-SGZY	B010R3ZMT8	22.99	0														
MYO-MOCH2LB	B073WLPMJY	29.95															
MYO-MOCH5LB	B073WLSYRH	54.95															
MYO5LBS-STRAW	B071Z2B6QH	59.95															
NA-LL4V-4AEX	B07J2QNL6F	14.99	0														
NC-2CMONO500-BR	B01M8L2AWC	34.95	0														
NC-2CMONO500-FP	B01M9DR7JI	34.95	0														
NC-BCAA-30STRKIWI	B07JJJSLY2	16.95															
NC-BCAA500-GRP	B06XGS9SXY	24.95	0														
NC-BCAA90-WM	B07F3FMDST	37.95															
NC-CAFF+THEAN240C	B08YJ9QHG2	13.95															
NC-CMONO1KG-BR	B01M8L2EDU	25.95	0														
NC-CMONO1KG-FP	B01M6ZKOTR	25.95	0														
NC-CMONO500-BR	B01MA6LPQR	17.99	0														
NC-CMONO500-FP	B01M3SO70X	17.99	0														
NC-COLLGN-CHOC1LB	B07ZQSP3FH	23.95															
NC-COQ10-120SFG	B07FN9JHMY	26.95															
NC-CREAPURE500	B06WVKGGJB	19.99	0														
NC-ColFor60C	B0747YVVCB	12.95															
NC-ENERGY-01	B01NAJLGL3	11.95	0														
NC-ENERGY-02	B01MQWFFXI	22.95	0														
NC-ENERGY-03	B01N0R8DW6	32.95	0														
NC-EVNGPRIMR-120	B07FPBQ31W	13.95															
NC-HMB240C	B07KX2GJHV	17.95															
NC-INTRA30-CL	B07L6RS7J1	19.95															
NC-INTRA30-PL	B07L8M3LT4	19.95															
NC-LCITBASE-250G	B07D6TVK63	19.95															
NC-LCT-180CAP	B01HQVR9ZE	14.95															
NC-LCT-180CAP-1	B01HQVR9ZE	15.95	0														
NC-LCT-180CAP-2	B01HQVRA4Y	28.95	0														
NC-LCT-180CAP-3	B01HQVRA30	41.95	0														
NC-MELATON3MG-180GUM	B08YPHZ4D4	15.95															
NC-MOOD-02	B01N5FVBVA	26.95	0														
NC-MOOD-03	B01MU14AXW	37.95	0														
NC-MgCIT250G-SL	B06XWMWFBF	14.95															
NC-MgGlyc250G-SL	B06XXP9199	14.95															
NC-MgGlyc500G-SL	B06XXS3BMF	24.95															
NC-MgKETO250-2	B01MUXHS26	78.95	0														
NC-MgKETO250-3	B01MUXF6ZK	114.95	0														
NC-NALT100G-02	B01INUSKX2	28.95	0														
NC-NALT100G-03	B01INUSKUA	41.95	0														
NC-O-GREENS30-UF	B07RNQ4C7L	17.95															
NC-ORG-GOJI1LB	B081QX5NFW	24.95															
NC-ORG-WP-VAN1	B08B6G6P6P	34.95															
NC-OXBILE500MG120	B07YBM98FN	19.95															
NC-POSTNATL60T	B07KGKR7FM	11.00															
NC-PRE-CMPLX-30PM	B07HJHFLBH	24.95															
NC-PRECMPLX30BR	B07XF23GK3	24.95															
NC-PRECMPLX30FP	B07XBVBNGB	24.95															
NC-PRECMPLX30GRP	B07XFQV7S1	24.95															
NC-PRECMPLX30WM	B07XFRS65B	24.95															
NC-PRECMPLX60BR	B07XFPV56W	32.95															
NC-PRECMPLX60FP	B07XCYHWR5	32.95															
NC-PRECMPLX60GRP	B07X9VQ972	32.95															
NC-PRECMPLX60WM	B07XBVCR4H	32.95															
NC-PRENATL60T	B07KLJWW5J	11.00															
NC-PREWMN-60PM	B07X9VPR7D	29.95															
NC-SF-PRE-30BLUERASP	B08WVF1W2N	28.95															
NC-SF-PRE30PINKLMND	B08WVLL9WN	28.95															
NC-SLEEPCPLX2	B01N0I610V	24.95	0														
NC-SLEEPCPLX3	B01N0I60DZ	35.95	0														
NC-TRIBPWD-250	B06XC8D1J5	13.95	0														
NC-VITB_CMPLX-1	B01INRFW0E	14.98	0														
NC-WPC-5CHOCPB	B089ZVRR82	44.95															
NC-WPI-2LB-MOC	B07BL5ZHF9	26.95															
NC-WPI-UF2	B01HOPJ8V0	26.95															
NC-Yohimb120-2	B01J4EVPME	22.95	0														
NC-Yohimb120-3	B01J4EVPLU	32.95	0														
NC-ZMA-01	B01NCMN6WL	25.99	0														
NC-ZMA-02	B01N0RB4I3	47.95	0														
NC-ZMA-03	B01N6HBZN7	68.99	0														
NCHYLRNCA-PW50-2	B01IFH0AAO	56.95	0														
NCHYLRNCA-PW50-3	B01IFH0AE0	80.95	0														
NCLTRYP120-01	B01M03S1JU	14.95	0														
NCLTRYP120-02	B01LY5HU8F	26.95	0														
NCLTRYP120-03	B01LYH8OBZ	38.85	0														
NH-4FWI-H0UO	B07KLJWW5J	11.95	0														
NJ-IM8T-OVGJ	B00WAPA2JW	38.99	0														
NLX-CHAGA-8OZ	B08H3K42MP	22.99															
NLX001101	B08FW76W4Y	19.99	0														
NLX002101	B08L5KM6BD	18.99	0														
NLX003101	B08H3DGCY1	18.99	0														
NLX004101	B08H3K42MP	22.99	0														
NTC-B-CMPLX-120	B01INRFW0E	11.95															
NTC-CMONO500-BR	B01MA6LPQR	17.95															
NTC-CMONO500-FP	B01M3SO70X	17.95															
NTC-CREAPURE1KG	B06W5J8KGQ	27.95															
NTC-CREAPURE500	B06WVKGGJB	19.95															
NTC-LSERINE500-120C	B091X599G8	13.95															
NTC-MELATON5MG-180GUM	B08Y55JP9S	16.95															
NTC-MG-GLYCINAT240C	B08VW9496D	18.95															
NTC-MGCIT120C	B08KFHSWZ7	12.95															
NTC-MGCIT240C	B08KFK7H8G	17.95															
NTC-MOODCAP90	B01N7INAPH	14.95															
NTC-PRECMPLX60PM	B07XFNS7XD	32.95															
NTC-SF-PRE30PEACHMNG	B08WW1G5T5	28.95															
NTC-ZMA180-A1	B01NCMN6WL	25.95															
NTC045101-2	B079974ZNR	31.97	0														
NTC046101-02	B01BCNGPIO	38.95	0														
NTC046101-03	B01BCNGPN4	69.95	0														
NTC069205	B07BL5ZHF9	27.95	0	27.95	percent	4	12.00										
NTC069207	B08B2XCK56	27.95	0														
NTC094304	B089ZVRR82	45.99	0														
NTC125201	B06W5J8KGQ	29.99	0														
NTC128104	B07ZQSP3FH	23.95	0														
NTC129001-A2	B06XST1B14	29.95	0														
NTC129001-A3	B06XS81L92	43.95	0														
NTC131102	B06XWMWFBF	15.95	0														
NTC132101	B06XXP9199	15.95	0														
NTC132202	B06XXS3BMF	25.99	0														
NTC141101-02	B073RP9KQ6	32.95	0														
NTC141101-03	B073RNRNPK	47.95	0														
NTC147101	B073DN2YG9	14.95	0														
NTC147101-02	B073DN95VS	28.95	0														
NTC147101-03	B073DPFTMF	41.95	0														
NTC149101-02	B073ZKVDDQ	36.95	0														
NTC149101-03	B073ZLKCF3	51.95	0														
NTC154201	B0747YZ57N	21.95	0														
NTC156201	B074XKRQLZ	64.99	0														
NTC158101	B076BZXSJH	17.95	0														
NTC158101-2	B076C5MCJQ	26.95	0														
NTC158101-3	B076BZZZ8H	38.95	0														
NTC164101-2	B076TP8FVL	28.95	0														
NTC164101-3	B076TGYL7N	41.95	0														
NTC168101-2	B07886VV3H	32.95	0														
NTC168101-3	B078876YFP	47.95	0														
NTC173201	B079V5NPM7	38.99	0														A_FOOD_GEN
NTC175101-2	B0792LRDDZ	28.95	0														
NTC175101-3	B0792LB26L	41.95	0	41.95	fixed	10	36.95	16	35.66								
NTC176101-3	B076BZZZ8H	38.95	0														
NTC181101	B078YZHR2X	12.95	0														
NTC185101	B079Q4HSBJ	14.95	0														
NTC185201-2	B079QPFDH7	43.95	0														
NTC186101-2	B07BDPPBR3	30.99	0														
NTC186101-3	B07BDPR8KD	43.95	0														
NTC189101	B079NQ8F98	17.95	0														A_FOOD_GEN
NTC198101-3	B07VN9WTRX	38.95	0														
NTC199101	B07FN9JHMY	26.99	0														
NTC221101	B07L8M3LT4	19.95	0														
NTC232101	B07RNQ4C7L	17.99	0														
NTC239201	B07VLPB3NY	15.95	0														A_FOOD_GEN
NTC247101	B07WDMB8BS	39.98	0														
NTC249201	B08F9P7PJC	17.95	0														
NTC270102	B07XF23GK3	24.95	0														
NTC270106	B07XFQV7S1	24.95	0														
NTC270202	B07XFPV56W	32.99	0														
NTC270204	B07XBVCR4H	32.95	0														
NTC270205	B07XCYHWR5	32.99	0														
NTC270206	B07X9VQ972	32.99	0														
NTC270207	B07XFNS7XD	32.95	0														
NTC274101	B081QX5NFW	24.99	0														
NTC302201	B08KFK7H8G	17.98	0														
NTC331101	B08VR9P65P	24.95	0														
NTC332201	B08VW9496D	18.95	0														
NTC333102	B08WVF1W2N	28.95	0														
NTC337101	B08XYDDXDC	17.99	0														
NTC342101	B08YJ9QHG2	13.95	0														
NTC345101	B08YS7K42V	15.95	0														
NTC346101	B08YPHZ4D4	16.95	0														
NTC348101	B08Y63YKMV	11.95	0														
NTC352101	B0916DK25V	16.95	0														
NTC362101	B091X599G8	13.99	0														
NTC385101	B096HLBCGL	14.99	0														
Q0-EI26-AUJL	B00N1A2JM8	18.95															
R3-UMCW-AZG2	B015P4R7RE	69.95	0														
RENUVIE-NGHT	B08CRY8NSM	24.95															A_HLTH_COSMETIC
RH-TP2Z-G42K	B0057RKQ4Q	34.94															
S6-7BGH-ABOU	B00OYYSIES	39.99	0														
SC-FRK2-UNICORNB	B08KRNGLS8	49.00															
SR-DGW2-K24I	B0057RKQ4Q	34.95	0														
ST-GREEN-APPCIN30	B087J9Z27T	44.00															
ST-LCARN120C	B0892P3BH9	14.00															
ST-LCIT-300G	B087DXGFX8	19.00															
ST-LCIT120CAPS	B087DZBDPX	15.00															
STC-BCAAHY-HD30	B07C2BYP18	34.00															
STC-CREAT5-FP30	B0778XX1F7	19.99															
STC-CREAT5-UF50	B0778XWCST	19.99															
STC-ELDRBRRYGUM	B088596FYQ	13.95															
STC-FRK-30BLUEBAZ	B081K92SCH	49.00															
STC-FRK-AUSAPP	B081K8Q4DL	49.00															
STC-JOINTR120C	B07JGFWP67	29.00															
STC-KOALAFRK-BB	B07TCBRWQJ	49.00															
STC-TDCA60C	B089LGLYCY	30.00															
STC-VITBCMPX-90C	B089LGLJP6	12.00															
STC-VITC120	B086R4NWCN	17.95															
STC-WHEY-PMPKIN	B07JFFH2DR	39.00															
STC-WPI30S-BANANCRM	B07YF4SJM4	39.00															
STC001101	B07C2BYHKP	39.99	0														
STC001102	B07C2J9Z31	39.99	0														
STC001104	B07C279ZDX	39.00	0														
STC001107	B07YF4SJM4	39.00	0														
STC004104	B07TCBM2SH	49.00	0														
STC005105	B0778XX1F7	21.00	0														
STC005109	B0778XWCST	21.00	0														
STC006105	B07C2BYP18	34.00	0														
STC018101	B07T85W1ZK	49.00	0														
STC018102	B07TCBRWQJ	49.00	0														
STC018103	B07T994MLX	49.00	0														
STC018104	B07TCBM2SH	49.00	0														
STC021201	B07XVSQ9PY	27.00	0														
STC025101	B087J9Z27T	44.00	0														
SY-1HKE-NBE4	B0983VKCCG	16.98	0														
SY-ZM38-ME4D	B009XFMLQO	94.95	0														
TC-1627-SZXV	B00C2VU3C0	15.99	0														
TJ-HTD7-W7I3	B00BXPUKBU	204.95	0														A_HLTH_COSMETIC
V8-136M-66YL	B00OBQZDXS	33.95	0														
VDT509101	B08DK99HZ5	19.95	0														
VDT_Alpha_GPC_60Caps_E	B07GRKK6ZZ	16.97															
VDT_CREATINE_500G_E	B06WWL7XPJ	13.97															
VDT_Caffeine_200mg_E	B06WWG7G71	13.97															
VDT_Elderberry_Gum_90_E	B088CQL6V6	13.97															
VDT_Lcit_150Caps_E	B089YWRN3W	13.97															
VDT_O_Shiitake_4oz_E	B08F2WP4XZ	14.95															
VDT_ZMA_90Caps_E	B06X6M88VP	15.97															
VMA003102	B07VP7DWFV	26.95	0														A_CLTH_ATHL
VMA003103	B07VQBYWM2	26.95	0														A_CLTH_ATHL
VMA003104	B07VTYSWDR	26.95	0														A_CLTH_ATHL
VMA003105	B07VQ97HQ5	26.95	0														A_CLTH_ATHL
VMA003106	B07VP7CH8J	27.95	0														A_CLTH_ATHL
VMA003202	B07VP7JDFT	26.95	0														A_CLTH_ATHL
VMA003203	B07VTYSQS1	26.95	0														A_CLTH_ATHL
VMA003204	B07VSHN1M7	26.95	0														A_CLTH_ATHL
VMA003205	B07VQ9ZFBW	26.95	0														A_CLTH_ATHL
VMA003206	B07VQBWV3G	27.95	0														A_CLTH_ATHL
VMA003302	B07VP8D3JF	26.95	0														A_CLTH_ATHL
VMA003303	B07VTHYL8W	26.95	0														A_CLTH_ATHL
VMA003304	B07VP6YCB1	26.95	0														A_CLTH_ATHL
VMA003305	B07VSKKBN1	26.95	0														A_CLTH_ATHL
VMA003306	B07VQBKLQF	27.95	0														A_CLTH_ATHL
W2-MAR4-KJ0H	B07J2SFTMZ	17.98	0														
WB-9KNF-5UCU	B00MY9BZHC	15.95															
XPI-DECACOR	B0057RKQ4Q	34.95															
XPI-MYOISO-5CH	B0753WYWV8	59.95															
XPI-MYOT-CH5	B013IRY7M8	54.95															
XPI-MYOT-STR2LB	B06XX99QGZ	29.95															
XPI-MYOTISO-5VAN	B075419BZR	59.95															
XPI-R-AGMTN100G	B07JPZJ266	10.00															
XPI-R-BETAAL300G	B07J2QNL6F	13.95															
XPI-R-CREAT500G	B07GR9PH2K	19.95															
XPI-R-LCITMLT300G	B07J2VV925	14.95															
XPI-RW-LGLUT500G	B07J2V2RKT	19.99															
XPI-TDCA500MG30C	B07W7VV9FQ	34.97															
XPI005103	B06XX99QGZ	29.95	0														
XPI005105	B073WLPMJY	29.95	0														
XPI018201	B0753WYWV8	59.95	0														
XPI033101	B07J2V2RKT	19.95	0														
XPI034101	B07J2VV925	15.95	0														
XPI037101	B07GR9PH2K	19.99	0														
XPI038101	B07MBHKBT3	19.99	0														
XPI108202	B075419BZR	59.95	0														
